ability,trait,value,table_name
Sensitivity to Probs. and Alt. Solutions,Self monitoring,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Conscientiousness,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Industriousness,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Orderliness,0.1,argeeableness
Sensitivity to Probs. and Alt. Solutions,Achievement,0.08,argeeableness
Sensitivity to Probs. and Alt. Solutions,Persistence,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Dependability,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Cautiousness,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Orderliness,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Procrastination avoidness,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Routine seeking,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Cold efficiency,-0.13,argeeableness
Sensitivity to Probs. and Alt. Solutions,Judging-Perceiving,-0.61,argeeableness
Sensitivity to Probs. and Alt. Solutions,Self control,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Type A,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Achievement via Independence,0.0,argeeableness
Sensitivity to Probs. and Alt. Solutions,Rugged individualism,0.11,argeeableness
Originality and Creativity,Agreeableness,0.04,argeeableness
Originality and Creativity,Compassion,0.18,argeeableness
Originality and Creativity,Politeness,-0.13,argeeableness
Originality and Creativity,Tender Mindedness,0.0,argeeableness
Originality and Creativity,Nurturance,-0.16,argeeableness
Originality and Creativity,Cooperation,0.0,argeeableness
Originality and Creativity,Lack of aggression,-0.05,argeeableness
Originality and Creativity,Modesty,0.0,argeeableness
Originality and Creativity,Non manipulative,-0.07,argeeableness
Originality and Creativity,Warmth,0.04,argeeableness
Originality and Creativity,Interpersonal sensitivity,0.0,argeeableness
Originality and Creativity,Customer service,0.09,argeeableness
Originality and Creativity,Trust,-0.02,argeeableness
Originality and Creativity,Machiavellianism,0.0,argeeableness
Originality and Creativity,Self monitoring,0.0,argeeableness
Originality and Creativity,Conscientiousness,-0.04,argeeableness
Originality and Creativity,Industriousness,0.27,argeeableness
Originality and Creativity,Orderliness,0.03,argeeableness
Originality and Creativity,Achievement,0.1,argeeableness
Originality and Creativity,Persistence,0.02,argeeableness
Originality and Creativity,Dependability,-0.14,argeeableness
Originality and Creativity,Cautiousness,-0.1,argeeableness
Originality and Creativity,Orderliness,0.12,argeeableness
Originality and Creativity,Procrastination avoidness,0.0,argeeableness
Originality and Creativity,Routine seeking,0.0,argeeableness
Originality and Creativity,Cold efficiency,-0.15,argeeableness
Originality and Creativity,Judging-Perceiving,-0.09,argeeableness
Originality and Creativity,Self control,0.06,argeeableness
Originality and Creativity,Type A,0.0,argeeableness
Originality and Creativity,Achievement via Independence,-0.06,argeeableness
Originality and Creativity,Rugged individualism,0.07,argeeableness
Naming Facility / Speed Lexical Access,Agreeableness,0.03,argeeableness
Naming Facility / Speed Lexical Access,Compassion,0.01,argeeableness
Naming Facility / Speed Lexical Access,Politeness,0.02,argeeableness
Naming Facility / Speed Lexical Access,Tender Mindedness,0.0,argeeableness
Naming Facility / Speed Lexical Access,Nurturance,0.0,argeeableness
Naming Facility / Speed Lexical Access,Cooperation,0.0,argeeableness
Naming Facility / Speed Lexical Access,Lack of aggression,0.0,argeeableness
Naming Facility / Speed Lexical Access,Modesty,0.0,argeeableness
Naming Facility / Speed Lexical Access,Non manipulative,-0.25,argeeableness
Naming Facility / Speed Lexical Access,Warmth,-0.03,argeeableness
Naming Facility / Speed Lexical Access,Interpersonal sensitivity,0.0,argeeableness
Naming Facility / Speed Lexical Access,Customer service,0.0,argeeableness
Naming Facility / Speed Lexical Access,Trust,0.0,argeeableness
Naming Facility / Speed Lexical Access,Machiavellianism,0.0,argeeableness
Naming Facility / Speed Lexical Access,Self monitoring,0.0,argeeableness
Naming Facility / Speed Lexical Access,Conscientiousness,0.04,argeeableness
Naming Facility / Speed Lexical Access,Industriousness,0.01,argeeableness
Naming Facility / Speed Lexical Access,Orderliness,0.11,argeeableness
Naming Facility / Speed Lexical Access,Achievement,-0.1,argeeableness
Naming Facility / Speed Lexical Access,Persistence,0.01,argeeableness
Naming Facility / Speed Lexical Access,Dependability,-0.17,argeeableness
Naming Facility / Speed Lexical Access,Cautiousness,-0.05,argeeableness
Naming Facility / Speed Lexical Access,Orderliness,-0.06,argeeableness
Naming Facility / Speed Lexical Access,Procrastination avoidness,0.0,argeeableness
Naming Facility / Speed Lexical Access,Routine seeking,0.0,argeeableness
Naming Facility / Speed Lexical Access,Cold efficiency,0.02,argeeableness
Naming Facility / Speed Lexical Access,Judging-Perceiving,-0.87,argeeableness
Naming Facility / Speed Lexical Access,Self control,0.0,argeeableness
Naming Facility / Speed Lexical Access,Type A,0.0,argeeableness
Naming Facility / Speed Lexical Access,Achievement via Independence,0.0,argeeableness
Naming Facility / Speed Lexical Access,Rugged individualism,0.13,argeeableness
Word Fluency,Agreeableness,0.01,argeeableness
Word Fluency,Compassion,0.01,argeeableness
Word Fluency,Politeness,0.01,argeeableness
Word Fluency,Tender Mindedness,0.03,argeeableness
Word Fluency,Nurturance,0.01,argeeableness
Word Fluency,Cooperation,0.0,argeeableness
Word Fluency,Lack of aggression,0.0,argeeableness
Word Fluency,Modesty,-0.17,argeeableness
Word Fluency,Non manipulative,-0.07,argeeableness
Word Fluency,Warmth,0.09,argeeableness
Word Fluency,Interpersonal sensitivity,0.08,argeeableness
Word Fluency,Customer service,0.15,argeeableness
Word Fluency,Trust,0.05,argeeableness
Word Fluency,Machiavellianism,0.0,argeeableness
Word Fluency,Self monitoring,0.0,argeeableness
Word Fluency,Conscientiousness,-0.06,argeeableness
Word Fluency,Industriousness,0.07,argeeableness
Word Fluency,Orderliness,0.04,argeeableness
Word Fluency,Achievement,-0.14,argeeableness
Word Fluency,Persistence,0.12,argeeableness
Word Fluency,Dependability,0.1,argeeableness
Word Fluency,Cautiousness,-0.09,argeeableness
Word Fluency,Orderliness,-0.1,argeeableness
Word Fluency,Procrastination avoidness,0.0,argeeableness
Word Fluency,Routine seeking,-0.16,argeeableness
Word Fluency,Cold efficiency,-0.16,argeeableness
Word Fluency,Judging-Perceiving,-0.37,argeeableness
Word Fluency,Self control,-0.17,argeeableness
Word Fluency,Type A,0.0,argeeableness
Word Fluency,Achievement via Independence,0.21,argeeableness
Word Fluency,Rugged individualism,0.1,argeeableness
Short Term Memory,Agreeableness,0.0,argeeableness
Short Term Memory,Compassion,0.1,argeeableness
Short Term Memory,Politeness,0.0,argeeableness
Short Term Memory,Tender Mindedness,0.0,argeeableness
Short Term Memory,Nurturance,0.0,argeeableness
Short Term Memory,Cooperation,0.0,argeeableness
Short Term Memory,Lack of aggression,0.0,argeeableness
Short Term Memory,Modesty,0.0,argeeableness
Short Term Memory,Non manipulative,0.0,argeeableness
Short Term Memory,Warmth,0.0,argeeableness
Short Term Memory,Interpersonal sensitivity,0.0,argeeableness
Short Term Memory,Customer service,0.0,argeeableness
Short Term Memory,Trust,0.0,argeeableness
Short Term Memory,Machiavellianism,0.0,argeeableness
Short Term Memory,Self monitoring,0.0,argeeableness
Short Term Memory,Conscientiousness,0.0,argeeableness
Short Term Memory,Industriousness,0.11,argeeableness
Short Term Memory,Orderliness,0.0,argeeableness
Short Term Memory,Achievement,0.0,argeeableness
Short Term Memory,Persistence,-0.31,argeeableness
Short Term Memory,Dependability,0.0,argeeableness
Short Term Memory,Cautiousness,0.0,argeeableness
Short Term Memory,Orderliness,0.09,argeeableness
Short Term Memory,Procrastination avoidness,0.0,argeeableness
Short Term Memory,Routine seeking,0.0,argeeableness
Short Term Memory,Cold efficiency,0.0,argeeableness
Short Term Memory,Judging-Perceiving,0.0,argeeableness
Short Term Memory,Self control,0.12,argeeableness
Short Term Memory,Type A,0.0,argeeableness
Short Term Memory,Achievement via Independence,0.0,argeeableness
Short Term Memory,Rugged individualism,0.0,argeeableness
Memory Span,Agreeableness,0.09,argeeableness
Memory Span,Compassion,0.2,argeeableness
Memory Span,Politeness,0.01,argeeableness
Memory Span,Tender Mindedness,0.08,argeeableness
Memory Span,Nurturance,0.05,argeeableness
Memory Span,Cooperation,0.06,argeeableness
Memory Span,Lack of aggression,0.04,argeeableness
Memory Span,Modesty,-0.04,argeeableness
Memory Span,Non manipulative,0.1,argeeableness
Memory Span,Warmth,0.1,argeeableness
Memory Span,Interpersonal sensitivity,-0.08,argeeableness
Memory Span,Customer service,0.0,argeeableness
Memory Span,Trust,0.1,argeeableness
Memory Span,Machiavellianism,0.0,argeeableness
Memory Span,Self monitoring,0.0,argeeableness
Memory Span,Conscientiousness,0.06,argeeableness
Memory Span,Industriousness,0.2,argeeableness
Memory Span,Orderliness,0.03,argeeableness
Memory Span,Achievement,0.07,argeeableness
Memory Span,Persistence,0.02,argeeableness
Memory Span,Dependability,0.13,argeeableness
Memory Span,Cautiousness,-0.05,argeeableness
Memory Span,Orderliness,0.14,argeeableness
Memory Span,Procrastination avoidness,0.0,argeeableness
Memory Span,Routine seeking,-0.01,argeeableness
Memory Span,Cold efficiency,0.0,argeeableness
Memory Span,Judging-Perceiving,0.0,argeeableness
Memory Span,Self control,0.03,argeeableness
Memory Span,Type A,0.08,argeeableness
Memory Span,Achievement via Independence,-0.03,argeeableness
Memory Span,Rugged individualism,0.06,argeeableness
Working Memory Capacity,Agreeableness,0.0,argeeableness
Working Memory Capacity,Compassion,0.02,argeeableness
Working Memory Capacity,Politeness,0.04,argeeableness
Working Memory Capacity,Tender Mindedness,0.0,argeeableness
Working Memory Capacity,Nurturance,0.0,argeeableness
Working Memory Capacity,Cooperation,0.04,argeeableness
Working Memory Capacity,Lack of aggression,0.06,argeeableness
Working Memory Capacity,Modesty,-0.18,argeeableness
Working Memory Capacity,Non manipulative,0.04,argeeableness
Working Memory Capacity,Warmth,0.03,argeeableness
Working Memory Capacity,Interpersonal sensitivity,0.12,argeeableness
Working Memory Capacity,Customer service,0.0,argeeableness
Working Memory Capacity,Trust,0.15,argeeableness
Working Memory Capacity,Machiavellianism,0.0,argeeableness
Working Memory Capacity,Self monitoring,0.0,argeeableness
Working Memory Capacity,Conscientiousness,0.03,argeeableness
Working Memory Capacity,Industriousness,-0.01,argeeableness
Working Memory Capacity,Orderliness,-0.01,argeeableness
Working Memory Capacity,Achievement,0.05,argeeableness
Working Memory Capacity,Persistence,0.03,argeeableness
Working Memory Capacity,Dependability,0.07,argeeableness
Working Memory Capacity,Cautiousness,0.02,argeeableness
Working Memory Capacity,Orderliness,-0.01,argeeableness
Working Memory Capacity,Procrastination avoidness,0.12,argeeableness
Working Memory Capacity,Routine seeking,0.0,argeeableness
Working Memory Capacity,Cold efficiency,0.0,argeeableness
Working Memory Capacity,Judging-Perceiving,-0.31,argeeableness
Working Memory Capacity,Self control,0.1,argeeableness
Working Memory Capacity,Type A,0.0,argeeableness
Working Memory Capacity,Achievement via Independence,0.0,argeeableness
Working Memory Capacity,Rugged individualism,-0.25,argeeableness
Attentional Executive Control,Agreeableness,-0.09,argeeableness
Attentional Executive Control,Compassion,0.0,argeeableness
Attentional Executive Control,Politeness,0.0,argeeableness
Attentional Executive Control,Tender Mindedness,0.0,argeeableness
Attentional Executive Control,Nurturance,0.0,argeeableness
Attentional Executive Control,Cooperation,-0.13,argeeableness
Attentional Executive Control,Lack of aggression,0.0,argeeableness
Attentional Executive Control,Modesty,0.0,argeeableness
Attentional Executive Control,Non manipulative,0.0,argeeableness
Attentional Executive Control,Warmth,0.0,argeeableness
Attentional Executive Control,Interpersonal sensitivity,0.0,argeeableness
Attentional Executive Control,Customer service,-0.06,argeeableness
Attentional Executive Control,Trust,0.0,argeeableness
Attentional Executive Control,Machiavellianism,0.0,argeeableness
Attentional Executive Control,Self monitoring,0.0,argeeableness
Attentional Executive Control,Conscientiousness,0.0,argeeableness
Attentional Executive Control,Industriousness,0.0,argeeableness
Attentional Executive Control,Orderliness,0.0,argeeableness
Attentional Executive Control,Achievement,0.0,argeeableness
Attentional Executive Control,Persistence,0.0,argeeableness
Attentional Executive Control,Dependability,0.0,argeeableness
Attentional Executive Control,Cautiousness,0.0,argeeableness
Attentional Executive Control,Orderliness,0.0,argeeableness
Attentional Executive Control,Procrastination avoidness,0.0,argeeableness
Attentional Executive Control,Routine seeking,0.0,argeeableness
Attentional Executive Control,Cold efficiency,0.0,argeeableness
Attentional Executive Control,Judging-Perceiving,0.0,argeeableness
Attentional Executive Control,Self control,0.0,argeeableness
Attentional Executive Control,Type A,0.0,argeeableness
Attentional Executive Control,Achievement via Independence,0.0,argeeableness
Attentional Executive Control,Rugged individualism,0.0,argeeableness
Visual Processing,Agreeableness,0.01,argeeableness
Visual Processing,Compassion,0.0,argeeableness
Visual Processing,Politeness,0.0,argeeableness
Visual Processing,Tender Mindedness,0.01,argeeableness
Visual Processing,Nurturance,0.03,argeeableness
Visual Processing,Cooperation,-0.04,argeeableness
Visual Processing,Lack of aggression,-0.08,argeeableness
Visual Processing,Modesty,-0.14,argeeableness
Visual Processing,Non manipulative,0.03,argeeableness
Visual Processing,Warmth,-0.08,argeeableness
Visual Processing,Interpersonal sensitivity,0.05,argeeableness
Visual Processing,Customer service,0.0,argeeableness
Visual Processing,Trust,0.02,argeeableness
Visual Processing,Machiavellianism,-0.04,argeeableness
Visual Processing,Self monitoring,0.0,argeeableness
Visual Processing,Conscientiousness,0.0,argeeableness
Visual Processing,Industriousness,0.11,argeeableness
Visual Processing,Orderliness,-0.05,argeeableness
Visual Processing,Achievement,0.04,argeeableness
Visual Processing,Persistence,-0.02,argeeableness
Visual Processing,Dependability,0.13,argeeableness
Visual Processing,Cautiousness,0.04,argeeableness
Visual Processing,Orderliness,0.18,argeeableness
Visual Processing,Procrastination avoidness,-0.35,argeeableness
Visual Processing,Routine seeking,0.0,argeeableness
Visual Processing,Cold efficiency,-0.02,argeeableness
Visual Processing,Judging-Perceiving,-0.01,argeeableness
Visual Processing,Self control,0.19,argeeableness
Visual Processing,Type A,-0.02,argeeableness
Visual Processing,Achievement via Independence,0.25,argeeableness
Visual Processing,Rugged individualism,-0.07,argeeableness
Visualization,Agreeableness,-0.0,argeeableness
Visualization,Compassion,0.02,argeeableness
Visualization,Politeness,-0.08,argeeableness
Visualization,Tender Mindedness,-0.12,argeeableness
Visualization,Nurturance,-0.1,argeeableness
Visualization,Cooperation,0.02,argeeableness
Visualization,Lack of aggression,0.02,argeeableness
Visualization,Modesty,-0.16,argeeableness
Visualization,Non manipulative,0.03,argeeableness
Visualization,Warmth,-0.06,argeeableness
Visualization,Interpersonal sensitivity,0.06,argeeableness
Visualization,Customer service,0.0,argeeableness
Visualization,Trust,0.02,argeeableness
Visualization,Machiavellianism,0.11,argeeableness
Visualization,Self monitoring,0.0,argeeableness
Visualization,Conscientiousness,-0.04,argeeableness
Visualization,Industriousness,0.09,argeeableness
